EPAFacilityID,ContaminantName,RegistryNumber
RID980579056,"trans-1,2-Dichloroethylene",156-60-5
RID980579056,Trichloroethylene,79-01-6
RID980579056,Trichlorofluoromethane,75-69-4
RID980579056,Chlordane,57-74-9
RID980579056,Heptachlor,76-44-8
RID980579056,Heptachlor epoxide,1024-57-3
RID980579056,4-Chloro-3-methylphenol,35421-08-0
RID980731442,Cresol (mixed isomers),1319-77-3
RID980731442,Arsenic,7440-38-2
RID980731442,Barium,7440-39-3
RID980731442,Copper,7440-50-8
RID980731442,Lead,7439-92-1
RID980731442,Nickel,7440-02-0
RID980731442,Selenium,7782-49-2
RID980731442,Zinc,7440-66-6
RID980731442,Benzo(b)fluoranthene,205-99-2
RID980731442,Benzo[a]anthracene,56-55-3
RID980731442,Bis(2-ethylhexyl)phthalate,117-81-7
RID980731442,Dieldrin,60-57-1
RID980731442,"1,1-Dichloroethylene",75-35-4
RID980731442,"1,2-Dichloroethylene",540-59-0
RID980731442,Chloroform,67-66-3
RID980731442,Tetrachloroethylene,127-18-4
RID980731442,Trichloroethylene,79-01-6
RID980731442,Vinyl chloride,75-01-4
RID980731442,PAH,TBD-00000003
RID980731442,Benzo[a]pyrene,50-32-8
RID980731442,Chrysene,218-01-9
RID980731442,"Dibenzo(a,h)Anthracene",53-70-3
RID980731442,Benzo[a]fluoranthene,203-33-8
RID980731442,Ethylbenzene,100-41-4
RID980731442,Toluene,108-88-3
RID980731442,Xylene (mixed isomers),1330-20-7
RID980731459,"1,4-Dichlorobenzene",106-46-7
RID980731459,"1,2-Dichloropropane",78-87-5
RID980731459,Benzene,71-43-2
RID980731459,Dichlorodifluoromethane,75-71-8
RID980731459,Ethylbenzene,100-41-4
RID980731459,Methylene chloride,75-09-2
RID980731459,Tetrachloroethylene,127-18-4
RID980731459,Toluene,108-88-3
RID980731459,Trichloroethylene,79-01-6
RID980731459,Vinyl chloride,75-01-4
RID980731459,"1,1,1-Trichloroethane",71-55-6
RID980731459,"1,2,4-Trimethylbenzene",95-63-6
RID980731459,Arsenic,7440-38-2
RID980731459,Barium,7440-39-3
RID980731459,Beryllium,7440-41-7
RID980731459,Chromium,7440-47-3
RID980731459,Lead,7439-92-1
RID980731459,Manganese,7439-96-5
RID980731459,Nickel,7440-02-0
RID980731459,"1,3,5-Trimethylbenzene",108-67-8
RID980731459,Antimony,7440-36-0
RID980731459,Iron,7439-89-6
RID980731459,Zinc,7440-66-6
RID980731459,Copper,7440-50-8
RID980731459,Magnesium,7439-95-4
RID980731459,Mercury,7439-97-6
RID980731459,Thallium,7440-28-0
RID980731459,Vanadium (fume or dust),7440-62-2
RID980731459,Benzo(b)fluoranthene,205-99-2
RID980731459,Benzo(k)fluoranthene,207-08-9
RID980731459,Benzo[a]anthracene,56-55-3
RID980731459,Benzo[a]pyrene,50-32-8
RID980731459,Chrysene,218-01-9
RID980731459,"Indeno(1,2,3-cd)pyrene",193-39-5
RID980731459,Total PAHs,130498-29-2
RID980731459,PCBs,TBD-00000027
RID980731459,2-Butanone,78-93-3
RID980731459,Acetone,67-64-1
RID980731459,Cobalt,7440-48-4
RID980731459,Calcium,7440-70-2
RID980731459,Selenium,7782-49-2
RID980731459,Silver,7440-22-4
RID980731459,Bis(2-ethylhexyl)phthalate,117-81-7
RID980731459,Fluoranthene,206-44-0
RID980731459,Fluorene,86-73-7
RID980731459,Phenanthrene,85-01-8
RID980731459,Pyrene,129-00-0
RID980731459,Aroclor-1254,11097-69-1
RID980731459,Dieldrin,60-57-1
RID980731459,Chlorobenzene,108-90-7
RID980731459,Xylene (mixed isomers),1330-20-7
RID980731459,Aluminum (fume or dust),7429-90-5
RID980731459,Potassium,07-09-40
RID980731459,Diethyl phthalate,84-66-2
RID980731459,Aroclor-1248,12672-29-6
RID980731459,Cadmium,7440-43-9
RID980731459,Aroclor-1260,11096-82-5
RID980731459,"4,4-DDE",72-55-9
RID980731459,4-Methylphenol,106-44-5
RID980731459,Sodium,7440-23-5
RID980731459,"4,4-DDT",50-29-3
RID981063993,Tetrachloroethene,127-18-4
RID981063993,Trichloroethene,79-01-6
RID981063993,Methyl tert-butyl ether,1634-04-4
RID981063993,PCE,127-18-4
RID981063993,TCE,79-01-6
RID981063993,Trichlorofluoromethane,75-69-4
RID981203755,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6
RID981203755,Arsenic,7440-38-2
RID981203755,Chromium,7440-47-3
RID981203755,Lead,7439-92-1
RID981203755,Thallium,7440-28-0
RID981203755,Dibromochloropropane,96-12-8
RID981203755,Ethylene dibromide,106-93-4
RID981203755,Benzene,71-43-2
RID981203755,Chlorobenzene,108-90-7
RID981203755,Tetrachloroethene,127-18-4
RID981203755,Trichloroethene,79-01-6
RID981203755,Vinyl chloride,75-01-4
RID981203755,"cis-1,2-Dichloroethene",156-59-2
RID981203755,Selenium,7782-49-2
RID981203755,Zinc,7440-66-6
RID981203755,Benzo[a]pyrene,50-32-8
RID981203755,"Dibenzo(a,h)Anthracene",53-70-3
RID981203755,Aroclor-1254,11097-69-1
RID981203755,PCBs,TBD-00000027
RID981203755,Polychlorinated biphenyls,1336-36-3
RID981203755,Chlordane,57-74-9
RID981203755,Dieldrin,60-57-1
RID981203755,"Dioxins and furans, unspecified mixture",E17000357
RID981203755,Antimony,7440-36-0
RID981203755,Copper,7440-50-8
RID981203755,"4,4-DDT",50-29-3
RID981203755,"4,4-DDE",72-55-9
RID981203755,Dioxins (chlorinated dibenzodioxins),TBD-00000004
RID981203755,Biphenyl,92-52-4
RID981203755,"1,2,3-Trichlorobenzene",87-61-6
RID981203755,"1,2,4-Trichlorobenzene",120-82-1
RID981203755,Pentachlorophenol,87-86-5
RID981203755,Beryllium,7440-41-7
RID981203755,Cadmium,7440-43-9
RID981203755,Manganese,7439-96-5
RID981203755,4-Chloroaniline,106-47-8
RID981203755,Benzo(b)fluoranthene,205-99-2
RID981203755,"Benzo(g,h,i)perylene",191-24-2
RID981203755,Benzo(k)fluoranthene,207-08-9
RID981203755,Benzo[a]anthracene,56-55-3
RID981203755,Bis(2-ethylhexyl)phthalate,117-81-7
RID981203755,Chrysene,218-01-9
RID981203755,Fluoranthene,206-44-0
RID981203755,"Indeno(1,2,3-cd)pyrene",193-39-5
RID981203755,Naphthalene,91-20-3
RID981203755,Pyrene,129-00-0
RID981203755,Aldrin,309-00-2
RID981203755,Heptachlor,76-44-8
RID981203755,Xylene (mixed isomers),1330-20-7
RID981203755,"1,1,1-Trichloroethane",71-55-6
RID981203755,"1,1,2-Trichloroethane",79-00-5
RID981203755,"1,2-Dichlorobenzene",95-50-1
RID981203755,"1,2-Dichloroethane",107-06-2
RID981203755,Ethylbenzene,100-41-4
RID981203755,Styrene,100-42-5
RID981203755,Toluene,108-88-3
RID981203755,"trans-1,2-Dichloroethene",156-60-5
SC1890008989,Tritium,10028-17-8
SC1890008989,Antimony,7440-36-0
SC1890008989,Arsenic,7440-38-2
SC1890008989,Iron,7439-89-6
SC1890008989,Lead,7439-92-1
SC1890008989,Americium-241,14596-10-2
SC1890008989,Carbon-14,14762-75-5
SC1890008989,Cesium-134,13967-70-9
SC1890008989,Cesium-137,10045-97-3
SC1890008989,Cobalt-57,13981-50-5
SC1890008989,Cobalt-60,10198-40-0
SC1890008989,Europium-152,14683-23-9
SC1890008989,Europium-154,15585-10-1
SC1890008989,Europium-155,14391-16-3
SC1890008989,Iodine-129,15046-84-1
SC1890008989,Manganese-54,13966-31-9
SC1890008989,Neptunium-237,13994-20-2
SC1890008989,Plutonium-238,13981-16-3
SC1890008989,Plutonium-239/240,E17075086
SC1890008989,Plutonium-241,14119-32-5
SC1890008989,Plutonium-242,13982-10-0
SC1890008989,Potassium-40,13966-00-2
SC1890008989,Radium-228,15262-20-1
SC1890008989,Sodium-22,13966-32-0
SC1890008989,Strontium-90,10098-97-2
SC1890008989,Thorium-228,14274-82-9
SC1890008989,Uranium,7440-61-1
SC1890008989,Uranium-233,13968-55-3
SC1890008989,Uranium-234,13966-29-5
SC1890008989,Uranium-235,15117-96-1
SC1890008989,Chromium (hexavalent),18540-29-9
SC1890008989,Mercury,7439-97-6
SC1890008989,Actinium-228,14331-83-0
SC1890008989,Curium-244,13981-15-2
SC1890008989,Lead-212,15092-94-1
SC1890008989,Neptunium,7439-99-8
SC1890008989,Plutonium-239,15117-48-3
SC1890008989,Plutonium-240,14119-33-6
SC1890008989,Thorium-230,14269-63-7
SC1890008989,Thorium,7440-29-1
SC1890008989,Aroclor-1254,11097-69-1
SC1890008989,Radium-226,13982-63-3
SC1890008989,Technetium-99,14133-76-7
SC1890008989,PCB-1254,11097-69-1
SC1890008989,Strontium,7440-24-6
SC1890008989,Cyanide,57-12-5
SC1890008989,Nitrate,TBD-00000005
SC1890008989,Aluminum,7429-90-5
SC1890008989,Barium,7440-39-3
SC1890008989,Cadmium,7440-43-9
SC1890008989,Chromium,7440-47-3
SC1890008989,Copper,7440-50-8
SC1890008989,Lithium,7439-93-2
SC1890008989,Nickel,7440-02-0
SC1890008989,Silver,7440-22-4
SC1890008989,Sodium,7440-23-5
SC1890008989,Zinc,7440-66-6
SC1890008989,Bis(2-ethylhexyl)phthalate,117-81-7
SC1890008989,PCBs,TBD-00000027
SC1890008989,"1,1-Dichloroethylene",75-35-4
SC1890008989,Tetrachloroethylene,127-18-4
SC1890008989,Trichloroethane,TBD-00000010
SC1890008989,Asbestos,1332-21-4
SC1890008989,Beryllium,7440-41-7
SC1890008989,Manganese,7439-96-5
SC1890008989,Vanadium (fume or dust),7440-62-2
SC1890008989,Aldrin,309-00-2
SC1890008989,alpha Gross,12587-46-1
SC1890008989,Chloroform,67-66-3
SC1890008989,Sulfate,TBD-00000005
SC1890008989,"1,1,2-Trichloroethane",79-00-5
SC1890008989,Dichloromethane,75-09-2
SC1890008989,Toluene,108-88-3
SC1890008989,Trichloroethylene,79-01-6
SC1890008989,Phenol,108-95-2
SC1890008989,Iodine,7553-56-2
SC1890008989,Selenium,7782-49-2
SC1890008989,Thallium,7440-28-0
SC1890008989,beta Gross,12587-47-2
SC1890008989,Cesium,7440-46-2
SC1890008989,Benzene,71-43-2
SC1890008989,Trichlorofluoromethane,75-69-4
SC1890008989,Tin,7440-31-5
SC1890008989,Lindane,58-89-9
SC1890008989,Methylene chloride,75-09-2
SC1890008989,"1,4-Dichlorobenzene",106-46-7
SC1890008989,Cobalt,7440-48-4
SC1890008989,Aluminum (fume or dust),7429-90-5
SC1890008989,Calcium,7440-70-2
SC1890008989,Magnesium,7439-95-4
SC1890008989,Potassium,07-09-40
SC1890008989,Dibutyl phthalate,84-74-2
SC1890008989,Endrin,72-20-8
SC1890008989,gamma-Chlordane,5566-34-7
SC1890008989,alpha-BHC,319-84-6
SC1890008989,delta-BHC,319-86-8
SC1890008989,Heptachlor epoxide,1024-57-3
SC1890008989,Total petroleum hydrocarbons,TBD-00000012
SC1890008989,"1,1-Dichloroethene",75-35-4
SC1890008989,"1,2-DCE",540-59-0
SC1890008989,"1,2-Dichlorobenzene",95-50-1
SC1890008989,"1,2-cis-Dichloroethene",156-59-2
SC1890008989,2-Butanone,78-93-3
SC1890008989,Acetone,67-64-1
SC1890008989,Bromomethane,74-83-9
SC1890008989,Carbon disulfide,75-15-0
SC1890008989,Carbon tetrachloride,56-23-5
SC1890008989,Chlorobenzene,108-90-7
SC1890008989,Chloroethane,75-00-3
SC1890008989,Tetrachloroethene,127-18-4
SC1890008989,Trichloroethene,79-01-6
SC1890008989,Vinyl chloride,75-01-4
SC1890008989,PCE,127-18-4
SC1890008989,TCE,79-01-6
SC1890008989,Acetophenone,98-86-2
SC1890008989,Naphthalene,91-20-3
SC1890008989,"1,1,1-Trichloroethane",71-55-6
SC1890008989,"1,1-Dichloroethane",75-34-3
SC1890008989,"1,2-Dichloroethane",107-06-2
SC1890008989,"trans-1,2-Dichloroethylene",156-60-5
SC1890008989,delta-Hexachlorocyclohexane,319-86-8
SC1890008989,Dieldrin,60-57-1
SC1890008989,beta-BHC,319-85-7
SC1890008989,Bromodichloromethane,75-27-4
SC1890008989,"2,4,5-Trichlorophenol",95-95-4
SC1890008989,"2,4-D",94-75-7
SC1890008989,Chlordane,57-74-9
SC1890008989,DDT,50-29-3
SC1890008989,Heptachlor,76-44-8
SC1890008989,Toxaphene,8001-35-2
SC1890008989,"2,4,5-TP Acid (silvex)",93-72-1
SC1890008989,"2,4,5-Trichlorophenoxyacetic acid",93-76-5
SC1890008989,DDD,72-54-8
SC1890008989,Methoxychlor,72-43-5
SC1890008989,"1,4-Dioxane",123-91-1
SC1890008989,Freon-11,75-69-4
SC1890008989,Perchloroethylene,127-18-4
SC1890008989,"cis-1,2-Dichloroethylene",156-59-2
SC1890008989,2-Chlorophenol,95-57-8
SC1890008989,"Vanadium, metal and/or alloy",E17133026
SC1890008989,Acenaphthene,83-32-9
SC1890008989,Benzo(k)fluoranthene,207-08-9
SC1890008989,Benzo[a]pyrene,50-32-8
SC1890008989,Chrysene,218-01-9
SC1890008989,Fluoranthene,206-44-0
SC1890008989,Fluorene,86-73-7
SC1890008989,Phenanthrene,85-01-8
SC1890008989,Pyrene,129-00-0
SC1890008989,"1,2,3-Trichloropropane",96-18-4
SC1890008989,Radium,7440-14-4
SC1890008989,Pentachlorophenol,87-86-5
SC1890008989,Benzo(b)fluoranthene,205-99-2
SC1890008989,Endrin aldehyde,7421-93-4
SC1890008989,gamma-Benzene hexachloride,58-89-9
SC1890008989,Methyl acetate,79-20-9
SC1890008989,N-Nitrosodiphenylamine,86-30-6
SC1890008989,Dibenzofuran,132-64-9
SC1890008989,Thorium-234,15065-10-8
SC1890008989,Ethylbenzene,100-41-4
SC1890008989,Methyl ethyl ketone,78-93-3
SC1890008989,Styrene,100-42-5
SC1890008989,Xylene (mixed isomers),1330-20-7
SC1890008989,"Dibenzo(a,h)Anthracene",53-70-3
SC1890008989,"Indeno(1,2,3-cd)pyrene",193-39-5
SC1890008989,2-Methylnaphthalene,90-12-0
SC1890008989,VOC,TBD-00000010
SC1890008989,"p,p-DDT",50-29-3
SC1890008989,DDE,72-55-9
SC1890008989,Pesticides,TBD-00000011
SC1890008989,Aroclor-1248,12672-29-6
SC1890008989,Benzo[a]anthracene,56-55-3
SC1890008989,Total PAHs,130498-29-2
SC1890008989,PCB-1260,11096-82-5
SC1890008989,"1,1,2-TCA",79-00-5
SC1890008989,Aroclor-1260,11096-82-5
SC1890008989,Heptachlorodibenzo-p-dioxins (HPCDD),37871-00-4
SC1890008989,Octachlorodibenzo-p-dioxin (OCDD),3268-87-9
SC1890008989,Curium,7440-51-9
SC1890008989,alpha-Chlordane,5103-71-9
SC1890008989,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",35822-46-9
SC1890008989,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",39227-28-6
SC1890008989,Aroclor-1242,53469-21-9
SC1890008989,Ruthenium-106,13967-48-1
SC1890008989,Fluoride,16984-48-8
SC1890008989,"Benzo(g,h,i)perylene",191-24-2
SC1890008989,Benzoic acid,65-85-0
SC1890008989,Di-n-octyl phthalate,117-84-0
SC1890008989,Anthracene,120-12-7
SC1890008989,TPH,TBD-00000012
SC1890008989,Hexane,110-54-3
SC1890008989,Methane,74-82-8
SC1890008989,Octane,111-65-9
SC1890008989,Pentane,109-66-0
SC6170022762,Mercury,7439-97-6
SC6170022762,PCBs,TBD-00000027
SC6170022762,"4,4-DDE",72-55-9
SC6170022762,Dibenzofuran,132-64-9
SC6170022762,Aluminum,7429-90-5
SC6170022762,Arsenic,7440-38-2
SC6170022762,Barium,7440-39-3
SC6170022762,Iron,7439-89-6
SC6170022762,Lead,7439-92-1
SC6170022762,Manganese,7439-96-5
SC6170022762,Vanadium (fume or dust),7440-62-2
SC6170022762,Naphthalene,91-20-3
SC6170022762,Phenanthrene,85-01-8
SC6170022762,Chloroform,67-66-3
SC6170022762,Cadmium,7440-43-9
SC6170022762,Thallium,7440-28-0
SC6170022762,Acetone,67-64-1
SC6170022762,Copper,7440-50-8
SC6170022762,Zinc,7440-66-6
SC6170022762,Bis(2-ethylhexyl)phthalate,117-81-7
SC6170022762,Carbon disulfide,75-15-0
SC6170022762,Benzo(b)fluoranthene,205-99-2
SC6170022762,Benzo[a]anthracene,56-55-3
SC6170022762,Benzo[a]pyrene,50-32-8
SC6170022762,"Dibenzo(a,h)Anthracene",53-70-3
SC6170022762,"Indeno(1,2,3-cd)pyrene",193-39-5
SC6170022762,Total PAHs,130498-29-2
SC6170022762,"4,4-DDT",50-29-3
SC6170022762,alpha-Chlordane,5103-71-9
SC6170022762,gamma-Chlordane,5566-34-7
SC6170022762,"4,4-DDD",72-54-8
SC6170022762,Pentachlorophenol,87-86-5
SC6170022762,Antimony,7440-36-0
SC6170022762,Chromium,7440-47-3
SC6170022762,Nickel,7440-02-0
SC6170022762,Di-n-octyl phthalate,117-84-0
SC6170022762,Cobalt,7440-48-4
SC6170022762,Beryllium,7440-41-7
SC6170022762,Selenium,7782-49-2
SC6170022762,"Benzo(g,h,i)perylene",191-24-2
SC6170022762,Benzo(k)fluoranthene,207-08-9
SC6170022762,Chrysene,218-01-9
SC6170022762,Silver,7440-22-4
SC6170022762,Aroclor-1260,11096-82-5
SC6170022762,alpha-BHC,319-84-6
SC6170022762,beta-BHC,319-85-7
SC6170022762,gamma-BHC,58-89-9
SC6170022762,Aroclor-1254,11097-69-1
SC6170022762,Tetrachloroethene,127-18-4
SCD000447268,Beryllium,7440-41-7
SCD000447268,Chromium,7440-47-3
SCD000447268,Manganese,7439-96-5
SCD000447268,2-Methylnaphthalene,90-12-0
SCD000447268,Naphthalene,91-20-3
SCD000447268,Benzene,71-43-2
SCD000447268,Arsenic,7440-38-2
SCD000447268,Nickel,7440-02-0
SCD000622787,"1,1,1-Trichloroethane",71-55-6
SCD000622787,"1,1,2,2-Tetrachloroethane",79-34-5
SCD000622787,"1,1,2-Trichloroethane",79-00-5
SCD000622787,"1,1-Dichloroethane",75-34-3
SCD000622787,"1,1-Dichloroethylene",75-35-4
SCD000622787,"1,2-Dichloroethane",107-06-2
SCD000622787,"1,2-Dichloroethene",540-59-0
SCD000622787,"1,2-Dichloropropane",78-87-5
SCD000622787,2-Butanone,78-93-3
SCD000622787,Acetone,67-64-1
SCD000622787,Benzene,71-43-2
SCD000622787,Carbon tetrachloride,56-23-5
SCD000622787,Chloroform,67-66-3
SCD000622787,Dichloromethane,75-09-2
SCD000622787,Ethylbenzene,100-41-4
SCD000622787,Tetrachloroethene,127-18-4
SCD000622787,Trichloroethene,79-01-6
SCD000622787,2-Chlorophenol,95-57-8
SCD000622787,Phenol,108-95-2
SCD000622787,"1,1,1,2-Tetrachloroethane",630-20-6
SCD000622787,Chlorobenzene,108-90-7
SCD000622787,Toluene,108-88-3
SCD000622787,Vinyl chloride,75-01-4
SCD002601656,Tetrahydrofuran,109-99-9
SCD002601656,Aluminum (fume or dust),7429-90-5
SCD002601656,Arsenic,7440-38-2
SCD002601656,Manganese,7439-96-5
SCD002601656,Metals,TBD-00000006
SCD002601656,Zinc,7440-66-6
SCD002601656,Bis(2-ethylhexyl)phthalate,117-81-7
SCD002601656,Butyl benzyl phthalate,85-68-7
SCD002601656,"1,1,1-Trichloroethane",71-55-6
SCD002601656,"1,1,2-Trichloroethane",79-00-5
SCD002601656,"1,1-Dichloroethane",75-34-3
SCD002601656,"1,1-Dichloroethylene",75-35-4
SCD002601656,"1,2-Dichloroethane",107-06-2
SCD002601656,"1,2-Dichloroethene",540-59-0
SCD002601656,"1,2-trans-Dichloroethylene",156-60-5
SCD002601656,2-Butanone,78-93-3
SCD002601656,Acetone,67-64-1
SCD002601656,Benzene,71-43-2
SCD002601656,Chloroform,67-66-3
SCD002601656,Dichloromethane,75-09-2
SCD002601656,Methylene chloride,75-09-2
SCD002601656,Perchloroethylene,127-18-4
SCD002601656,Tetrachloroethylene,127-18-4
SCD002601656,Toluene,108-88-3
SCD002601656,Trichloroethylene,79-01-6
SCD002601656,Xylene (mixed isomers),1330-20-7
SCD002601656,Base neutral acids,TBD-00000002
SCD002601656,Pentachlorophenol,87-86-5
SCD002601656,Antimony,7440-36-0
SCD002601656,Cadmium,7440-43-9
SCD002601656,Chromium,7440-47-3
SCD002601656,"1,1-Dichloroethene",75-35-4
SCD002601656,Cyclohexanone,108-94-1
SCD002601656,Tetrachloroethene,127-18-4
SCD002601656,Trichloroethane,TBD-00000010
SCD002601656,Barium,7440-39-3
SCD002601656,Ethyl acrylate,140-88-5
SCD002601656,Bromodichloromethane,75-27-4
SCD003354412,Arsenic,7440-38-2
SCD003354412,Beryllium,7440-41-7
SCD003354412,Cadmium,7440-43-9
SCD003354412,Chromium,7440-47-3
SCD003354412,Lead,7439-92-1
SCD003354412,Thallium,7440-28-0
SCD003354412,Bis(2-ethylhexyl)phthalate,117-81-7
SCD003354412,PCBs,TBD-00000027
SCD003354412,"1,1,1-Trichloroethane",71-55-6
SCD003354412,"1,1,2,2-Tetrachloroethane",79-34-5
SCD003354412,"1,1-Dichloroethane",75-34-3
SCD003354412,"1,1-Dichloroethene",75-35-4
SCD003354412,"1,2-Dichloroethene",540-59-0
SCD003354412,Benzene,71-43-2
SCD003354412,Chloroform,67-66-3
SCD003354412,Tetrachloroethene,127-18-4
SCD003354412,Toluene,108-88-3
SCD003354412,Trichloroethene,79-01-6
SCD003354412,Aluminum,7429-90-5
SCD003354412,Silver,7440-22-4
SCD003354412,Dibutyl phthalate,84-74-2
SCD003354412,"1,2-Dichlorobenzene",95-50-1
SCD003354412,Acetone,67-64-1
SCD003354412,Bromodichloromethane,75-27-4
SCD003354412,Ethylbenzene,100-41-4
SCD003354412,Xylene (mixed isomers),1330-20-7
SCD003354412,Benzoic acid,65-85-0
SCD003354412,Phenol,108-95-2
SCD003354412,Cyanide,57-12-5
SCD003354412,Antimony,7440-36-0
SCD003354412,Calcium,7440-70-2
SCD003354412,Copper,7440-50-8
SCD003354412,Zinc,7440-66-6
SCD003354412,Butyl benzyl phthalate,85-68-7
SCD003354412,Isophorone,78-59-1
SCD003354412,2-Hexanone,591-78-6
SCD003354412,VOC,TBD-00000010
SCD003357589,Lead,7439-92-1
SCD003357589,Bis(2-ethylhexyl)phthalate,117-81-7
SCD003357589,Xylene (mixed isomers),1330-20-7
SCD003357589,"1,2-Dichloroethane",107-06-2
SCD003357589,"1,2-Dichloroethene",540-59-0
SCD003357589,Ethylbenzene,100-41-4
SCD003357589,Tetrachloroethene,127-18-4
SCD003357589,Toluene,108-88-3
SCD003357589,Trichloroethene,79-01-6
SCD003357589,Vinyl chloride,75-01-4
SCD003357589,Arsenic,7440-38-2
SCD003357589,Copper,7440-50-8
SCD003357589,Zinc,7440-66-6
SCD003360476,Antimony,7440-36-0
SCD003360476,Arsenic,7440-38-2
SCD003360476,Chromium (hexavalent),18540-29-9
SCD003360476,Iron,7439-89-6
SCD003360476,Manganese,7439-96-5
SCD003360476,Chromium,7440-47-3
SCD003360476,Nickel,7440-02-0
SCD003360476,Zinc,7440-66-6
SCD003362217,Arsenic acid,7778-39-4
SCD003362217,Chromium,7440-47-3
SCD003362217,Copper,7440-50-8
SCD003362217,Metals,TBD-00000006
SCD003362217,"2,4-Dinitrophenol",51-28-5
SCD003362217,Pentachlorophenol,87-86-5
SCD003362217,Arsenic,7440-38-2
SCD003362217,PAH,TBD-00000003
SCD004773644,Metals,TBD-00000006
SCD004773644,Cyanide,57-12-5
SCD004773644,Chromium,7440-47-3
SCD004773644,Zinc,7440-66-6
SCD004773644,Cadmium,7440-43-9
SCD004773644,Nickel,7440-02-0
SCD037398120,Lead,7439-92-1
SCD037405362,VOC,TBD-00000010
SCD037405362,"1,2,4-Trichlorobenzene",120-82-1
SCD037405362,"1,4-Dichlorobenzene",106-46-7
SCD037405362,"2,4-Dinitrotoluene",121-14-2
SCD037405362,Naphthalene,91-20-3
SCD037405362,"1,2-Dichlorobenzene",95-50-1
SCD037405362,Acetone,67-64-1
SCD037405362,Benzene,71-43-2
SCD037405362,Toluene,108-88-3
SCD037405362,Xylene (mixed isomers),1330-20-7
SCD058753971,"4,4-DDT",50-29-3
SCD058753971,Aldrin,309-00-2
SCD058753971,Chlordane,57-74-9
SCD058753971,Dieldrin,60-57-1
SCD058753971,Endrin,72-20-8
SCD058753971,"4,4-DDD",72-54-8
SCD058753971,"4,4-DDE",72-55-9
SCD058753971,Disulfoton,298-04-4
SCD058753971,Endosulfan II,33213-65-9
SCD058753971,Chromium,7440-47-3
SCD058753971,Lead,7439-92-1
SCD058753971,Camphechlor,8001-35-2
SCD058753971,DDT,50-29-3
SCD058753971,Toxaphene,8001-35-2
SCD058753971,alpha-BHC,319-84-6
SCD058753971,beta-BHC,319-85-7
SCD058753971,DDD,72-54-8
SCD058753971,DDE,72-55-9
SCD058753971,delta-BHC,319-86-8
SCD058753971,Endosulfan sulfate,1031-07-8
SCD058753971,Endrin ketone,53494-70-5
SCD058753971,gamma-BHC,58-89-9
SCD058753971,Pesticides,TBD-00000011
SCD058753971,Benzene,71-43-2
SCD058753971,Heptachlor,76-44-8
SCD058753971,Endosulfan,115-29-7
SCD058753971,Heptachlor epoxide,1024-57-3
SCD058753971,Methoxychlor,72-43-5
SCD058754789,"1,1,2,2-Tetrachloroethane",79-34-5
SCD058754789,"1,1-Dichloroethene",75-35-4
SCD058754789,Benzene,71-43-2
SCD058754789,Tetrachloroethene,127-18-4
SCD058754789,Trichloroethene,79-01-6
SCD058754789,Vinyl chloride,75-01-4
SCD058754789,"cis-1,2-Dichloroethene",156-59-2
SCD058754789,Iron,7439-89-6
SCD058754789,Lead,7439-92-1
SCD058754789,Mercury,7439-97-6
SCD058754789,Thallium,7440-28-0
SCD058754789,Aroclor-1242,53469-21-9
SCD094995503,"1,1-Dichloroethylene",75-35-4
SCD094995503,"1,2-Dichloroethane",107-06-2
SCD094995503,Benzene,71-43-2
SCD094995503,Dichloromethane,75-09-2
SCD094995503,Ethylbenzene,100-41-4
SCD094995503,Xylene (mixed isomers),1330-20-7
SCD094995503,Benzoic acid,65-85-0
SCD094995503,Antimony,7440-36-0
SCD094995503,Chromium,7440-47-3
SCD094995503,Lead,7439-92-1
SCD094995503,Mercury,7439-97-6
SCD094995503,Nickel,7440-02-0
SCD094995503,Toluene,108-88-3
SCD980310239,PAH,TBD-00000003
SCD980310239,Creosote,8001-58-9
SCD980310239,Arsenic,7440-38-2
SCD980310239,Chromium,7440-47-3
SCD980310239,Copper,7440-50-8
SCD980310239,Lead,7439-92-1
SCD980310239,Total PAHs,130498-29-2
SCD980310239,Pentachlorophenol,87-86-5
SCD980310239,Dioxins (chlorinated dibenzodioxins),TBD-00000004
SCD980310239,Benzo[a]pyrene,50-32-8
SCD980310239,Dieldrin,60-57-1
SCD980310239,Dioxins/dibenzofurans,TBD-00000004
SCD980558043,"1,4-Dichlorobenzene",106-46-7
SCD980558043,Arsenic,7440-38-2
SCD980558043,Barium,7440-39-3
SCD980558043,Beryllium,7440-41-7
SCD980558043,Cadmium,7440-43-9
SCD980558043,Chromium,7440-47-3
SCD980558043,Lead,7439-92-1
SCD980558043,Manganese,7439-96-5
SCD980558043,Nickel,7440-02-0
SCD980558043,Vanadium (fume or dust),7440-62-2
SCD980558043,Zinc,7440-66-6
SCD980558043,Bis(2-ethylhexyl)phthalate,117-81-7
SCD980558043,"1,1-Dichloroethylene",75-35-4
SCD980558043,"1,2-Dichloroethane",107-06-2
SCD980558043,Benzene,71-43-2
SCD980558043,Bromodichloromethane,75-27-4
SCD980558043,Methylene chloride,75-09-2
SCD980558043,Tetrachloroethylene,127-18-4
SCD980558043,Trichloroethylene,79-01-6
SCD980558043,Vinyl chloride,75-01-4
SCD980558050,Vinylidene chloride,75-35-4
